dmel_cre_id	dazt	dbif	dbir	dbun	dequ	dfor	dfun	dimm	dkik	dmir	dnas	dobs	dper	dpha	dpse	druf	dsub	dsul	dsuz	dtei	dtro	dvir	zdav	zind	ztub	d_affinis	d_arizonae	d_bipectinata	d_buzzatii	d_ezoana	d_hydei	d_littoralis	d_lutescens	d_mercatorum	d_mojavensis	d_novamexicana	d_repleta	d_serrata	d_simulans
DMEL_CRE_00258	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	no_detected_CRE
DMEL_CRE_00259	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00260	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	present	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
DMEL_CRE_00261	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE
DMEL_CRE_00262	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	present
DMEL_CRE_00263	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate
DMEL_CRE_00264	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	present	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	present	uncertain	uncertain	uncertain	uncertain	turnover_candidate	present
DMEL_CRE_00265	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	present	present	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
DMEL_CRE_00266	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	present	no_detected_CRE	present	no_detected_CRE	present	no_detected_CRE	present	present	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
DMEL_CRE_00267	uncertain	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00268	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00269	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	turnover_candidate	no_detected_CRE	present	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	present	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	present	present
DMEL_CRE_00270	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00271	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
DMEL_CRE_00272	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	present	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
DMEL_CRE_00273	present	no_detected_CRE	present	present	present	turnover_candidate	no_detected_CRE	turnover_candidate	present	present	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	present	present	no_detected_CRE	no_detected_CRE	present	present	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	present	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	present	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	present
DMEL_CRE_00274	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	turnover_candidate	uncertain	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate
DMEL_CRE_00275	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	present	turnover_candidate	present	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	present	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	present	present	turnover_candidate	present	turnover_candidate	present	turnover_candidate	turnover_candidate	present	turnover_candidate	present	turnover_candidate	present
DMEL_CRE_00276	present	present	present	present	uncertain	uncertain	uncertain	uncertain	present	uncertain	uncertain	present	uncertain	uncertain	present	present	turnover_candidate	uncertain	present	present	uncertain	uncertain	uncertain	uncertain	uncertain	present	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	present	uncertain	uncertain	uncertain	uncertain	present	present
DMEL_CRE_00277	present	turnover_candidate	present	present	uncertain	uncertain	turnover_candidate	uncertain	present	present	uncertain	present	present	uncertain	turnover_candidate	present	present	uncertain	present	present	uncertain	uncertain	uncertain	uncertain	uncertain	present	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	present	uncertain	uncertain	uncertain	uncertain	present	present
DMEL_CRE_00278	present	present	present	present	present	present	present	present	present	present	present	present	present	turnover_candidate	present	present	present	present	present	present	present	present	turnover_candidate	present	turnover_candidate	present	present	present	turnover_candidate	present	present	present	present	turnover_candidate	present	present	turnover_candidate	present	present
DMEL_CRE_00279	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	present	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00280	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00281	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00282	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00283	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00284	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00285	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00286	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00287	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
DMEL_CRE_00288	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	present	no_detected_CRE	no_detected_CRE	uncertain	present	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	present	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00289	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	turnover_candidate	uncertain	uncertain	turnover_candidate	no_detected_CRE	uncertain	turnover_candidate	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	no_detected_CRE
DMEL_CRE_00290	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00291	no_detected_CRE	turnover_candidate	present	present	turnover_candidate	present	uncertain	present	no_detected_CRE	present	present	present	turnover_candidate	present	present	present	no_detected_CRE	present	present	present	turnover_candidate	present	no_detected_CRE	present	present	no_detected_CRE	present	present	present	present	present	present	present	turnover_candidate	present	present	present	present	present
DMEL_CRE_00292	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	present	turnover_candidate	turnover_candidate	turnover_candidate	present	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	present	present	turnover_candidate	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	present	no_detected_CRE	no_detected_CRE	present	turnover_candidate	present	present	uncertain	turnover_candidate	present
DMEL_CRE_00293	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
DMEL_CRE_00294	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	turnover_candidate	uncertain	turnover_candidate	turnover_candidate	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate
DMEL_CRE_00295	present	no_detected_CRE	present	no_detected_CRE	present	present	present	present	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	present	present	present	no_detected_CRE	present	present	present	present	no_detected_CRE	present	present	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	present	present
DMEL_CRE_00296	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
DMEL_CRE_00297	present	no_detected_CRE	no_detected_CRE	present	turnover_candidate	present	present	present	present	no_detected_CRE	present	turnover_candidate	no_detected_CRE	present	no_detected_CRE	present	no_detected_CRE	present	present	no_detected_CRE	present	no_detected_CRE	present	present	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	present	present	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present
DMEL_CRE_00298	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	present	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	present	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	present
DMEL_CRE_00299	present	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	turnover_candidate	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	present
DMEL_CRE_00300	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	no_detected_CRE
DMEL_CRE_00301	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	present	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	present
DMEL_CRE_00302	present	present	present	present	uncertain	uncertain	present	present	present	present	no_detected_CRE	present	present	uncertain	present	present	present	uncertain	present	present	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	present	present	uncertain	uncertain	uncertain	uncertain	present	no_detected_CRE	present	uncertain	no_detected_CRE	present	present
DMEL_CRE_00303	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE	turnover_candidate	uncertain	present	no_detected_CRE	no_detected_CRE	uncertain	turnover_candidate	no_detected_CRE	uncertain	turnover_candidate	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	turnover_candidate	uncertain	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate
DMEL_CRE_00304	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	present
DMEL_CRE_00305	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	uncertain	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE
